title,distance,id_x,address.locality,address.postal-code,address.street-address,location.latitude_x,location.longitude_x,key,mercator_x,id_y,name,address,dock_bikes,free_bases,location.longitude_y,location.latitude_y,mercator_y,point_of_interest_google_maps,BiciMad_google_maps,url_google_maps
Colegio Público Blas de Otero,3300.764619099777,5100,MADRID,28031,CALLE PUENTELARRA 34,40.38124773778207,-3.6119692564174404,1,POINT (4495219.93576693 -402349.165160867),229,Pavones,Calle Hacienda de Pavones nº 342,11,12,-3.634587,40.400368,POINT (4497348.393620864 -404872.003688147),Colegio+Público+Blas+de+Otero,Pavones,https://www.google.com/maps/dir/Colegio+Público+Blas+de+Otero/Bicimad+Pavones
Colegio Público Bolivia,2386.428397853959,5101,MADRID,28011,CALLE VILLAVALIENTE 29,40.407634072188344,-3.7498731428601237,1,POINT (4498157.249076938 -417732.2939178002),232,Caramuel,Calle Caramuel nº 51,5,18,-3.728533714316331,40.40913630273305,POINT (4498324.476616229 -415351.7319152079),Colegio+Público+Bolivia,Caramuel,https://www.google.com/maps/dir/Colegio+Público+Bolivia/Bicimad+Caramuel
Colegio Público Bravo Murillo,2875.6952380731736,5102,MADRID,28035,CALLE ISLAS CIES 11,40.48053890145454,-3.718014861516011,1,POINT (4506272.977547221 -414178.3018431453),247,Francos Rodríguez,Calle Francos Rodríguez nº 62,8,15,-3.708002730875242,40.45673408797698,POINT (4503623.037832471 -413061.4121393402),Colegio+Público+Bravo+Murillo,Francos+Rodríguez,https://www.google.com/maps/dir/Colegio+Público+Bravo+Murillo/Bicimad+Francos+Rodríguez
Colegio Público Breogán,1490.7085619073357,5103,MADRID,28029,CALLE GINZO DE LIMIA 2,40.47540952287272,-3.7024232948074007,1,POINT (4505701.977735407 -412439.0111789687),215,Remonta,Calle Azucenas nº 1,4,11,-3.6973333,40.4630277,POINT (4504323.639518123 -411871.2121165185),Colegio+Público+Breogán,Remonta,https://www.google.com/maps/dir/Colegio+Público+Breogán/Bicimad+Remonta
Colegio Público Calderón de la Barca,7824.138677173688,5104,MADRID,28042,CALLE CALDERON 2,40.47070810904175,-3.5840209268472183,1,POINT (4505178.618741735 -399231.8268057972),223,Gutierre de Cetina,Calle Gutierre de Cetina nº 77,13,10,-3.640994,40.429706,POINT (4500614.284841758 -405586.6676448087),Colegio+Público+Calderón+de+la+Barca,Gutierre+de+Cetina,https://www.google.com/maps/dir/Colegio+Público+Calderón+de+la+Barca/Bicimad+Gutierre+de+Cetina
Colegio Público Camilo José Cela,1415.1398946766672,5105,MADRID,28029,CALLE MELCHOR FERNANDEZ ALMAGRO 22,40.477564401619375,-3.700652519727763,1,POINT (4505941.857740207 -412241.477320592),225,Pedro Rico,Calle Pedro Rico nº 4,2,22,-3.688463,40.481086,POINT (4506333.880278716 -410881.7202647889),Colegio+Público+Camilo+José+Cela,Pedro+Rico,https://www.google.com/maps/dir/Colegio+Público+Camilo+José+Cela/Bicimad+Pedro+Rico
Colegio Público Capitán Cortés,3507.7411369122656,5107,MADRID,28025,CALLE MONSEÑOR OSCAR ROMERO 17,40.38091347738878,-3.7428500011276635,1,POINT (4495182.726070157 -416948.8071029203),220,Marqués de Vadillo,Glorieta Marqués de Vadillo nº 9,4,19,-3.716591,40.398247,POINT (4497112.284980891 -414019.4641230708),Colegio+Público+Capitán+Cortés,Marqués+de+Vadillo,https://www.google.com/maps/dir/Colegio+Público+Capitán+Cortés/Bicimad+Marqués+de+Vadillo
Colegio Público Cardenal Herrera Oria,2528.194737035252,5108,MADRID,28034,CALLE FERMIN CABALLERO 68,40.48260881390874,-3.7110758224045726,1,POINT (4506503.399147609 -413404.2253651726),225,Pedro Rico,Calle Pedro Rico nº 4,2,22,-3.688463,40.481086,POINT (4506333.880278716 -410881.7202647889),Colegio+Público+Cardenal+Herrera+Oria,Pedro+Rico,https://www.google.com/maps/dir/Colegio+Público+Cardenal+Herrera+Oria/Bicimad+Pedro+Rico
Colegio Público Carlos Sáinz de los Terreros,1801.027426700501,5110,MADRID,28018,CALLE CARTAMA 1,40.38481313041185,-3.6390280931999377,1,POINT (4495616.833458955 -405367.3815211392),229,Pavones,Calle Hacienda de Pavones nº 342,11,12,-3.634587,40.400368,POINT (4497348.393620864 -404872.003688147),Colegio+Público+Carlos+Sáinz+de+los+Terreros,Pavones,https://www.google.com/maps/dir/Colegio+Público+Carlos+Sáinz+de+los+Terreros/Bicimad+Pavones
Colegio Público Carlos V,264.91304747408594,5111,MADRID,28027,CALLE VIRGEN DEL VAL 3,40.43724098714693,-3.6544038942331123,1,POINT (4501453.075774088 -407082.4805994955),197,Avenida Donostiarra,Calle Virgen de la Alegría nº 18,22,2,-3.6554918,40.4351256,POINT (4501217.591954061 -407203.8325390252),Colegio+Público+Carlos+V,Avenida+Donostiarra,https://www.google.com/maps/dir/Colegio+Público+Carlos+V/Bicimad+Avenida+Donostiarra
Colegio Público Carmen Cabezuelo,1357.0722648710184,5112,MADRID,28037,CALLE CANGAS DE ONIS 7,40.430112607702604,-3.628834506070179,1,POINT (4500659.548204164 -404230.3504399831),223,Gutierre de Cetina,Calle Gutierre de Cetina nº 77,13,10,-3.640994,40.429706,POINT (4500614.284841758 -405586.6676448087),Colegio+Público+Carmen+Cabezuelo,Gutierre+de+Cetina,https://www.google.com/maps/dir/Colegio+Público+Carmen+Cabezuelo/Bicimad+Gutierre+de+Cetina
Colegio Público Carmen Laforet,3971.564979086387,5792204,MADRID,28032,CALLE TITANIO 16,40.400676319677835,-3.598982213500786,1,POINT (4497382.715610403 -400900.5870159582),229,Pavones,Calle Hacienda de Pavones nº 342,11,12,-3.634587,40.400368,POINT (4497348.393620864 -404872.003688147),Colegio+Público+Carmen+Laforet,Pavones,https://www.google.com/maps/dir/Colegio+Público+Carmen+Laforet/Bicimad+Pavones
Colegio Público Cervantes,67.54714034859269,5115,MADRID,28003,CALLE RAIMUNDO FERNANDEZ VILLAVERDE 4,40.446612640189215,-3.7031139484944826,1,POINT (4502496.323418646 -412516.0552252679),149,Glorieta de los Cuatro Caminos,Calle Santa Engracia nº 168,10,8,-3.7036675,40.4463667,POINT (4502468.945482017 -412577.8052435284),Colegio+Público+Cervantes,Glorieta+de+los+Cuatro+Caminos,https://www.google.com/maps/dir/Colegio+Público+Cervantes/Bicimad+Glorieta+de+los+Cuatro+Caminos
Colegio Público Ciudad Pegaso,5174.80324696222,5124,MADRID,28022,AVENIDA SEPTIMA 12,40.44724009402133,-3.5980274884924257,1,POINT (4502566.171259733 -400794.0975560049),223,Gutierre de Cetina,Calle Gutierre de Cetina nº 77,13,10,-3.640994,40.429706,POINT (4500614.284841758 -405586.6676448087),Colegio+Público+Ciudad+Pegaso,Gutierre+de+Cetina,https://www.google.com/maps/dir/Colegio+Público+Ciudad+Pegaso/Bicimad+Gutierre+de+Cetina
Colegio Público Ciudad de Badajoz,6277.747282976473,5116,MADRID,28024,CALLE FRAY JOSE CERDEIRIÑA 51,40.38398261095106,-3.7788988980894436,1,POINT (4495524.380455486 -420970.4125823675),232,Caramuel,Calle Caramuel nº 51,5,18,-3.728533714316331,40.40913630273305,POINT (4498324.476616229 -415351.7319152079),Colegio+Público+Ciudad+de+Badajoz,Caramuel,https://www.google.com/maps/dir/Colegio+Público+Ciudad+de+Badajoz/Bicimad+Caramuel
Colegio Público Ciudad de Córdoba,2956.0633215564503,5117,MADRID,28041,CALLE LILLO 1,40.362519348197296,-3.697610896320262,1,POINT (4493135.100974975 -411902.1784550689),221,Glorieta de Cádiz,Calle Antonio López nº 129,12,12,-3.70017,40.38895,POINT (4496077.347674986 -412187.6512511889),Colegio+Público+Ciudad+de+Córdoba,Glorieta+de+Cádiz,https://www.google.com/maps/dir/Colegio+Público+Ciudad+de+Córdoba/Bicimad+Glorieta+de+Cádiz
Colegio Público Ciudad de Guadalajara,7063.603090606083,5118,MADRID,28042,CALLE BERGANTIN 13,40.458947463149386,-3.5847918554675733,1,POINT (4503869.429629597 -399317.8143978562),223,Gutierre de Cetina,Calle Gutierre de Cetina nº 77,13,10,-3.640994,40.429706,POINT (4500614.284841758 -405586.6676448087),Colegio+Público+Ciudad+de+Guadalajara,Gutierre+de+Cetina,https://www.google.com/maps/dir/Colegio+Público+Ciudad+de+Guadalajara/Bicimad+Gutierre+de+Cetina
Colegio Público Ciudad de Jaén,1825.2118679555028,5119,MADRID,28041,CALLE MADRE ROSA BLANCO 3,40.37258947821977,-3.701248162459656,1,POINT (4494256.102721299 -412307.9225345202),221,Glorieta de Cádiz,Calle Antonio López nº 129,12,12,-3.70017,40.38895,POINT (4496077.347674986 -412187.6512511889),Colegio+Público+Ciudad+de+Jaén,Glorieta+de+Cádiz,https://www.google.com/maps/dir/Colegio+Público+Ciudad+de+Jaén/Bicimad+Glorieta+de+Cádiz
Colegio Público Ciudad de Roma,318.4489044976303,5121,MADRID,28007,CALLE JUAN ESPLANDIU 2,40.41586394930115,-3.665205626185569,1,POINT (4499073.394806426 -408287.381122249),190,Parque Roma,Calle Alcalde Sáinz de Baranda frente al nº 107,12,9,-3.6657777,40.4186666,POINT (4499385.384455094 -408351.1946310046),Colegio+Público+Ciudad+de+Roma,Parque+Roma,https://www.google.com/maps/dir/Colegio+Público+Ciudad+de+Roma/Bicimad+Parque+Roma
Colegio Público Ciudad de Valencia,3763.0969158662338,5122,MADRID,28007,AVENIDA MEDITERRANEO 91,40.385260536182564,-3.604406503967331,1,POINT (4495666.638441529 -401505.6112696991),229,Pavones,Calle Hacienda de Pavones nº 342,11,12,-3.634587,40.400368,POINT (4497348.393620864 -404872.003688147),Colegio+Público+Ciudad+de+Valencia,Pavones,https://www.google.com/maps/dir/Colegio+Público+Ciudad+de+Valencia/Bicimad+Pavones
Colegio Público Ciudad de Zaragoza,6513.363527286996,5123,MADRID,28042,CALLE MANUEL AGUILAR MUÑOZ 1,40.460302151327085,-3.5912198696737083,1,POINT (4504020.232827722 -400034.7830318596),223,Gutierre de Cetina,Calle Gutierre de Cetina nº 77,13,10,-3.640994,40.429706,POINT (4500614.284841758 -405586.6676448087),Colegio+Público+Ciudad+de+Zaragoza,Gutierre+de+Cetina,https://www.google.com/maps/dir/Colegio+Público+Ciudad+de+Zaragoza/Bicimad+Gutierre+de+Cetina
Colegio Público Ciudad de los Ángeles,3735.4002673667223,5120,MADRID,28041,CALLE LA ALEGRIA DE LA HUERTA 6,40.35564559555992,-3.696079786555593,1,POINT (4492369.918331544 -411731.3806945831),221,Glorieta de Cádiz,Calle Antonio López nº 129,12,12,-3.70017,40.38895,POINT (4496077.347674986 -412187.6512511889),Colegio+Público+Ciudad+de+los+Ángeles,Glorieta+de+Cádiz,https://www.google.com/maps/dir/Colegio+Público+Ciudad+de+los+Ángeles/Bicimad+Glorieta+de+Cádiz
Colegio Público Claudio Moyano,256.1067806829495,5125,MADRID,28003,CALLE CEA BERMUDEZ 26,40.43896509232795,-3.708835358862963,1,POINT (4501645.002284912 -413154.2943466752),210,Parque Santander,Calle Santander esquina con Avenida de Filipinas,13,8,-3.7080833,40.4411388,POINT (4501886.978316098 -413070.3998686467),Colegio+Público+Claudio+Moyano,Parque+Santander,https://www.google.com/maps/dir/Colegio+Público+Claudio+Moyano/Bicimad+Parque+Santander
Colegio Público Complejo Escolar Príncipe Felipe,1403.0044338824484,5277,MADRID,28029,AVENIDA MONFORTE DE LEMOS 24,40.480219870681125,-3.7010104732977656,1,POINT (4506237.463203978 -412281.4077974878),225,Pedro Rico,Calle Pedro Rico nº 4,2,22,-3.688463,40.481086,POINT (4506333.880278716 -410881.7202647889),Colegio+Público+Complejo+Escolar+Príncipe+Felipe,Pedro+Rico,https://www.google.com/maps/dir/Colegio+Público+Complejo+Escolar+Príncipe+Felipe/Bicimad+Pedro+Rico
Colegio Público Concepción Arenal,194.7266522771596,5127,MADRID,28019,CALLE ANTONIO LOPEZ 1,40.397503508835996,-3.7150109370450957,1,POINT (4497029.519923105 -413843.2017779239),220,Marqués de Vadillo,Glorieta Marqués de Vadillo nº 9,4,19,-3.716591,40.398247,POINT (4497112.284980891 -414019.4641230708),Colegio+Público+Concepción+Arenal,Marqués+de+Vadillo,https://www.google.com/maps/dir/Colegio+Público+Concepción+Arenal/Bicimad+Marqués+de+Vadillo
Colegio Público Concha Espina,1931.0802039972675,5128,MADRID,28018,CALLE GERARDO DIEGO 6,40.38577682775334,-3.643950119182148,1,POINT (4495724.111756289 -405916.4074312873),229,Pavones,Calle Hacienda de Pavones nº 342,11,12,-3.634587,40.400368,POINT (4497348.393620864 -404872.003688147),Colegio+Público+Concha+Espina,Pavones,https://www.google.com/maps/dir/Colegio+Público+Concha+Espina/Bicimad+Pavones
Colegio Público Conde de Romanones,673.1614668401803,5129,MADRID,28027,CALLE ELFO 143,40.43747986110289,-3.6423326381692056,1,POINT (4501479.667101229 -405735.9856662635),237,C.D. Concepción,Calle Jose del Hierro nº 5,6,17,-3.64835857929032,40.43715089959262,POINT (4501443.047273415 -406408.1503400223),Colegio+Público+Conde+de+Romanones,C.D.+Concepción,https://www.google.com/maps/dir/Colegio+Público+Conde+de+Romanones/Bicimad+C.D.+Concepción
Colegio Público Cortes de Cádiz,3927.0987317894683,6149062,MADRID,28050,AVENIDA NICETO ALCALA ZAMORA 48,40.49893432860617,-3.656017907963137,1,POINT (4508320.747130666 -407262.5180255061),257,Manuel Caldeiro,Paseo de la Castellana nº 298,9,15,-3.68532,40.47938,POINT (4506143.969227422 -410531.1174823334),Colegio+Público+Cortes+de+Cádiz,Manuel+Caldeiro,https://www.google.com/maps/dir/Colegio+Público+Cortes+de+Cádiz/Bicimad+Manuel+Caldeiro
Colegio Público Costa Rica,4037.5970279230414,5131,MADRID,28047,CALLE CAMARENA 247,40.38550403353863,-3.755989664410327,1,POINT (4495693.744443216 -418414.6452332385),232,Caramuel,Calle Caramuel nº 51,5,18,-3.728533714316331,40.40913630273305,POINT (4498324.476616229 -415351.7319152079),Colegio+Público+Costa+Rica,Caramuel,https://www.google.com/maps/dir/Colegio+Público+Costa+Rica/Bicimad+Caramuel
Colegio Público Cristóbal Colón,4346.754164006924,5132,MADRID,28041,CARRETERA CARABANCHEL A VILLAVERDE 109,40.35035079998796,-3.706057974681441,1,POINT (4491780.504384618 -412844.4689582662),221,Glorieta de Cádiz,Calle Antonio López nº 129,12,12,-3.70017,40.38895,POINT (4496077.347674986 -412187.6512511889),Colegio+Público+Cristóbal+Colón,Glorieta+de+Cádiz,https://www.google.com/maps/dir/Colegio+Público+Cristóbal+Colón/Bicimad+Glorieta+de+Cádiz
Colegio Público Cuba,3987.1128332943053,5133,MADRID,28024,CALLE TEMBLEQUE 58,40.39509014363514,-3.761411071256881,1,POINT (4496760.865337848 -419019.4544395463),232,Caramuel,Calle Caramuel nº 51,5,18,-3.728533714316331,40.40913630273305,POINT (4498324.476616229 -415351.7319152079),Colegio+Público+Cuba,Caramuel,https://www.google.com/maps/dir/Colegio+Público+Cuba/Bicimad+Caramuel
Colegio Público Daniel Vázquez Díaz,1056.0474172178435,5135,MADRID,28039,CALLE ARMENTEROS 46,40.464777111936684,-3.7130226942453906,1,POINT (4504518.383164102 -413621.4057862131),247,Francos Rodríguez,Calle Francos Rodríguez nº 62,8,15,-3.708002730875242,40.45673408797698,POINT (4503623.037832471 -413061.4121393402),Colegio+Público+Daniel+Vázquez+Díaz,Francos+Rodríguez,https://www.google.com/maps/dir/Colegio+Público+Daniel+Vázquez+Díaz/Bicimad+Francos+Rodríguez
Colegio Público Dionisio Ridruejo,3637.7639290207635,5136,MADRID,28033,CALLE ZIPAQUIRA 14,40.47301835441678,-3.6345431561438026,1,POINT (4505435.794080491 -404867.1131759514),238,Carlota O’Neill,Calle Carlota O'Neill nº 32,14,10,-3.648958444298144,40.44370542379883,POINT (4502172.693570442 -406475.0626355441),Colegio+Público+Dionisio+Ridruejo,Carlota+O’Neill,https://www.google.com/maps/dir/Colegio+Público+Dionisio+Ridruejo/Bicimad+Carlota+O’Neill
Colegio Público Doctor Conde Arruga,604.2911006434575,5137,MADRID,28030,CALLE HACIENDA DE PAVONES 105,40.40382410472334,-3.643579973780007,1,POINT (4497733.125438794 -405875.1195691592),227,Marroquina,Calle Camino de los Vinateros nº 108,16,6,-3.646697,40.408264,POINT (4498227.372320169 -406222.8087328799),Colegio+Público+Doctor+Conde+Arruga,Marroquina,https://www.google.com/maps/dir/Colegio+Público+Doctor+Conde+Arruga/Bicimad+Marroquina
Colegio Público Doctor Federico Rubio,152.4713275640646,5138,MADRID,28039,AVENIDA DOCTOR FEDERICO RUBIO Y GALI 53,40.45242712056568,-3.7113472292938066,1,POINT (4503143.588413381 -413434.50173228),245,Pablo Iglesias,Calle Francisco Balseiro nº 1,16,5,-3.710525,40.451333,POINT (4503021.791469144 -413342.7792699079),Colegio+Público+Doctor+Federico+Rubio,Pablo+Iglesias,https://www.google.com/maps/dir/Colegio+Público+Doctor+Federico+Rubio/Bicimad+Pablo+Iglesias
Colegio Público Doctor Severo Ochoa,2581.1521447118184,5140,MADRID,28032,CALLE EZCARAY 3,40.410311030784285,-3.6136821061928113,1,POINT (4498455.246744713 -402540.2184157912),229,Pavones,Calle Hacienda de Pavones nº 342,11,12,-3.634587,40.400368,POINT (4497348.393620864 -404872.003688147),Colegio+Público+Doctor+Severo+Ochoa,Pavones,https://www.google.com/maps/dir/Colegio+Público+Doctor+Severo+Ochoa/Bicimad+Pavones
Colegio Público Doctor Tolosa Latour,2205.4263118846598,5141,MADRID,28018,CALLE ASTURIANOS 4,40.38200381255466,-3.642005680937447,1,POINT (4495304.101625617 -405699.5152924902),229,Pavones,Calle Hacienda de Pavones nº 342,11,12,-3.634587,40.400368,POINT (4497348.393620864 -404872.003688147),Colegio+Público+Doctor+Tolosa+Latour,Pavones,https://www.google.com/maps/dir/Colegio+Público+Doctor+Tolosa+Latour/Bicimad+Pavones
Colegio Público Dámaso Alonso,4875.735076568373,5134,MADRID,28021,AVENIDA ESPINELA 1,40.34604471386465,-3.7089567302070083,1,POINT (4491301.15307006 -413167.8336998932),221,Glorieta de Cádiz,Calle Antonio López nº 129,12,12,-3.70017,40.38895,POINT (4496077.347674986 -412187.6512511889),Colegio+Público+Dámaso+Alonso,Glorieta+de+Cádiz,https://www.google.com/maps/dir/Colegio+Público+Dámaso+Alonso/Bicimad+Glorieta+de+Cádiz
Colegio Público EEUU - Huarte de San Juan,1099.3995463237354,5144,MADRID,28008,PASEO COMANDANTE FORTEA 71,40.42870179468233,-3.733708557423035,1,POINT (4500502.497217142 -415929.0164160697),119,Paseo de Moret,Paseo de Moret nº 11,9,12,-3.7246532,40.4325991,POINT (4500936.343260571 -414918.8397121918),Colegio+Público+EEUU+-+Huarte+de+San+Juan,Paseo+de+Moret,https://www.google.com/maps/dir/Colegio+Público+EEUU+-+Huarte+de+San+Juan/Bicimad+Paseo+de+Moret
Colegio Público Eduardo Rojo,793.7275771736478,6024,MADRID,28018,CALLE EDUARDO ROJO 5,40.38742706684719,-3.6628050333334046,1,POINT (4495907.815531904 -408019.6009956209),236,Concordia,Calle Arroyo del Olivar nº 6,2,21,-3.6659362429356372,40.39382977920336,POINT (4496620.562211088 -408368.8797354235),Colegio+Público+Eduardo+Rojo,Concordia,https://www.google.com/maps/dir/Colegio+Público+Eduardo+Rojo/Bicimad+Concordia
Colegio Público El Espinillo,3099.1806796793335,42014,MADRID,28041,CALLE UNANIMIDAD 1,40.36157241219842,-3.6932788501569522,1,POINT (4493029.688541766 -411418.9324906454),243,Embajadores 191,Calle Sodio nº 1B,8,16,-3.6903589643353483,40.389258643579105,POINT (4496111.70572105 -411093.2163689993),Colegio+Público+El+Espinillo,Embajadores+191,https://www.google.com/maps/dir/Colegio+Público+El+Espinillo/Bicimad+Embajadores+191
Colegio Público El Greco,5166.267551065543,176810,MADRID,28021,CALLE ESTEFANITA 7,40.345482201202394,-3.674981279643457,1,POINT (4491238.534446932 -409377.8382350849),243,Embajadores 191,Calle Sodio nº 1B,8,16,-3.6903589643353483,40.389258643579105,POINT (4496111.70572105 -411093.2163689993),Colegio+Público+El+Greco,Embajadores+191,https://www.google.com/maps/dir/Colegio+Público+El+Greco/Bicimad+Embajadores+191
Colegio Público El Madroño,572.5640031769813,5220,MADRID,28038,CALLE LAS MARISMAS 14,40.402204300135466,-3.654488722948694,1,POINT (4497552.809616888 -407091.9429295257),228,Plaza del Encuentro,Calle Arroyo de las Pilillas nº 6,19,4,-3.65122,40.40617,POINT (4497994.269306446 -406727.329599779),Colegio+Público+El+Madroño,Plaza+del+Encuentro,https://www.google.com/maps/dir/Colegio+Público+El+Madroño/Bicimad+Plaza+del+Encuentro
Colegio Público El Quijote,3078.9116280384496,5339,MADRID,28031,CALLE FUENTIDUEÑA 4,40.374905112512465,-3.6238093612915145,1,POINT (4494513.877951626 -403669.8315980885),229,Pavones,Calle Hacienda de Pavones nº 342,11,12,-3.634587,40.400368,POINT (4497348.393620864 -404872.003688147),Colegio+Público+El+Quijote,Pavones,https://www.google.com/maps/dir/Colegio+Público+El+Quijote/Bicimad+Pavones
Colegio Público El Sol,3330.444823195449,64474,MADRID,28022,AVENIDA CANILLEJAS A VICALVARO 82,40.423997382335585,-3.611684586484881,1,POINT (4499978.804430221 -402317.4127806383),223,Gutierre de Cetina,Calle Gutierre de Cetina nº 77,13,10,-3.640994,40.429706,POINT (4500614.284841758 -405586.6676448087),Colegio+Público+El+Sol,Gutierre+de+Cetina,https://www.google.com/maps/dir/Colegio+Público+El+Sol/Bicimad+Gutierre+de+Cetina
Colegio Público Emilia Pardo Bazán,241.4521111391668,5145,MADRID,28005,CALLE VENTORRILLO 14,40.40677803487061,-3.705527696367566,1,POINT (4498061.955438628 -412785.3149606245),50,Ribera de Curtidores,Calle Ribera de Curtidores nº 28,19,1,-3.7071259,40.4053153,POINT (4497899.124537665 -412963.5990588086),Colegio+Público+Emilia+Pardo+Bazán,Ribera+de+Curtidores,https://www.google.com/maps/dir/Colegio+Público+Emilia+Pardo+Bazán/Bicimad+Ribera+de+Curtidores
Colegio Público Ermita del Santo,470.2865125687094,5148,MADRID,28011,PASEO ERMITA DEL SANTO 18,40.41091984789517,-3.7234030687601254,1,POINT (4498523.019955483 -414779.3812681186),231,Ermita Santo,Paseo de la Ermita del Santo nº 48,10,10,-3.7244893989507686,40.406837862773465,POINT (4498068.615450309 -414900.5668678451),Colegio+Público+Ermita+del+Santo,Ermita+Santo,https://www.google.com/maps/dir/Colegio+Público+Ermita+del+Santo/Bicimad+Ermita+Santo
Colegio Público Escuelas Aguirre,140.63588010128603,5149,MADRID,28009,CALLE PIO BAROJA 4,40.41454970248996,-3.674350860475647,1,POINT (4498927.093520627 -409307.5157150596),88,Pío Baroja,Calle Pío Baroja nº 10,15,7,-3.6745323,40.4132995,POINT (4498787.921616057 -409327.7550764651),Colegio+Público+Escuelas+Aguirre,Pío+Baroja,https://www.google.com/maps/dir/Colegio+Público+Escuelas+Aguirre/Bicimad+Pío+Baroja
Colegio Público Escuelas Bosque,564.5788257318676,5150,MADRID,28039,AVENIDA SANTO ANGEL DE LA GUARDA 4,40.45898733981378,-3.712536881730324,1,POINT (4503873.868679572 -413567.2116417196),247,Francos Rodríguez,Calle Francos Rodríguez nº 62,8,15,-3.708002730875242,40.45673408797698,POINT (4503623.037832471 -413061.4121393402),Colegio+Público+Escuelas+Bosque,Francos+Rodríguez,https://www.google.com/maps/dir/Colegio+Público+Escuelas+Bosque/Bicimad+Francos+Rodríguez
Colegio Público Esperanza,2006.0594493611104,5245,MADRID,28043,CALLE ANDORRA 12,40.46144263379954,-3.6457808079102354,1,POINT (4504147.190755815 -406120.6118218533),238,Carlota O’Neill,Calle Carlota O'Neill nº 32,14,10,-3.648958444298144,40.44370542379883,POINT (4502172.693570442 -406475.0626355441),Colegio+Público+Esperanza,Carlota+O’Neill,https://www.google.com/maps/dir/Colegio+Público+Esperanza/Bicimad+Carlota+O’Neill
Colegio Público Eugenio María de Hostos,1761.4127015299134,5152,MADRID,28039,CALLE VALDEVARNES 26,40.469162084516505,-3.7177757178062834,1,POINT (4505006.516078831 -414151.6243420601),247,Francos Rodríguez,Calle Francos Rodríguez nº 62,8,15,-3.708002730875242,40.45673408797698,POINT (4503623.037832471 -413061.4121393402),Colegio+Público+Eugenio+María+de+Hostos,Francos+Rodríguez,https://www.google.com/maps/dir/Colegio+Público+Eugenio+María+de+Hostos/Bicimad+Francos+Rodríguez
Colegio Público Felipe II,1122.2086927975292,5155,MADRID,28029,AVENIDA ASTURIAS 70,40.47290570166502,-3.699341838889918,1,POINT (4505423.253633528 -412095.26824206),215,Remonta,Calle Azucenas nº 1,4,11,-3.6973333,40.4630277,POINT (4504323.639518123 -411871.2121165185),Colegio+Público+Felipe+II,Remonta,https://www.google.com/maps/dir/Colegio+Público+Felipe+II/Bicimad+Remonta
Colegio Público Fernando el Católico,147.7415517511611,5158,MADRID,28015,CALLE FERNANDO EL CATOLICO 16,40.434103689530446,-3.7097392943348284,1,POINT (4501103.833400954 -413255.131221762),168,Fernando el Católico,Calle Fernando el Católico nº 19,6,16,-3.708439,40.4338516,POINT (4501075.770922789 -413110.0792881895),Colegio+Público+Fernando+el+Católico,Fernando+el+Católico,https://www.google.com/maps/dir/Colegio+Público+Fernando+el+Católico/Bicimad+Fernando+el+Católico
Colegio Público Fernández de Moratín,717.076710893469,5156,MADRID,28008,AVENIDA VALLADOLID 2,40.42673321856838,-3.7273094844478685,1,POINT (4500283.356326549 -415215.1622953715),119,Paseo de Moret,Paseo de Moret nº 11,9,12,-3.7246532,40.4325991,POINT (4500936.343260571 -414918.8397121918),Colegio+Público+Fernández+de+Moratín,Paseo+de+Moret,https://www.google.com/maps/dir/Colegio+Público+Fernández+de+Moratín/Bicimad+Paseo+de+Moret
Colegio Público Filósofo Séneca,3604.7753433153366,5159,MADRID,28033,CALLE SANTA ADELA 21,40.478381551999256,-3.6502374703975162,1,POINT (4506032.822504397 -406617.7325041287),262,Pío XII,Avenida Pío XII nº 3,5,18,-3.67712,40.46041,POINT (4504032.238487074 -409616.4103570179),Colegio+Público+Filósofo+Séneca,Pío+XII,https://www.google.com/maps/dir/Colegio+Público+Filósofo+Séneca/Bicimad+Pío+XII
Colegio Público Fontarrón,595.7075301308042,5160,MADRID,28030,CALLE ARROYO FONTARRON 24,40.39511351284605,-3.6335755702199677,1,POINT (4496763.466786507 -404759.1849844509),229,Pavones,Calle Hacienda de Pavones nº 342,11,12,-3.634587,40.400368,POINT (4497348.393620864 -404872.003688147),Colegio+Público+Fontarrón,Pavones,https://www.google.com/maps/dir/Colegio+Público+Fontarrón/Bicimad+Pavones
Colegio Público Francisco Arranz,5380.628144711094,5161,MADRID,28044,CALLE SONDICA 2,40.37492895164089,-3.762609414778231,1,POINT (4494516.531711263 -419153.141500138),232,Caramuel,Calle Caramuel nº 51,5,18,-3.728533714316331,40.40913630273305,POINT (4498324.476616229 -415351.7319152079),Colegio+Público+Francisco+Arranz,Caramuel,https://www.google.com/maps/dir/Colegio+Público+Francisco+Arranz/Bicimad+Caramuel
Colegio Público Francisco Fatóu,3258.313853956437,5165,MADRID,28031,CAMINO SUERTE 23,40.37597903288599,-3.6184358604020184,1,POINT (4494633.426220759 -403070.4595762105),229,Pavones,Calle Hacienda de Pavones nº 342,11,12,-3.634587,40.400368,POINT (4497348.393620864 -404872.003688147),Colegio+Público+Francisco+Fatóu,Pavones,https://www.google.com/maps/dir/Colegio+Público+Francisco+Fatóu/Bicimad+Pavones
